Clave CT,Nombre CT,Clave Turno,Descripción Turno,Zona Escolar,Descripción Mpio.,Descripción Cat. Pob.,Longitud,Latitud,Docentes,Nivel,Modalidad
11EDI0010W,CENTRO DE DESARROLLO INFANTIL GABRIELA MISTRAL,1,Matutino,888,Guanajuato,U Urbana,-101.258428,21.011431,5,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0020C,MARTHA CATALINA GARCIA OLIVARES,1,Matutino,888,León,U Urbana,-101.57459,21.098651,4,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0016Q,CENTRO DE DESARROLLO INFANTIL,1,Matutino,1,Apaseo el Alto,U Urbana,-100.62019,20.45997,5,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0018O,CENTRO DE DESARROLLO INFANTIL MARIA MONTESSORI,1,Matutino,1,Apaseo el Grande,U Urbana,-100.68831,20.54531,3,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0001O,CENTRO DE DESARROLLO INFANTIL DIF,1,Matutino,888,Acámbaro,U Urbana,-100.727904,20.022944,2,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0011V,RINCON DE TAMAYO,4,Discontinuo,1,Celaya,U Urbana,-100.746935,20.423463,0,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0002N,CENTRO DE DESARROLLO INFANTIL DIF SAN MIGUEL DE ALLENDE,1,Matutino,888,San Miguel de Allende,U Urbana,-100.74839,20.9173,0,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0017P,MARIA MONTESSORI,4,Discontinuo,1,Comonfort,U Urbana,-100.76144,20.71723,1,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0003M,CENTRO DE DESARROLLO INFANTIL DIF CELAYA,1,Matutino,1,Celaya,U Urbana,-100.795736,20.523334,0,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0004L,CENTRO DE DESARROLLO INFANTIL DIF DOLORES HIDALGO,1,Matutino,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.93158,21.15689,0,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0014S,CENTRO DE ATENCION Y DESARROLLO INFANTIL,4,Discontinuo,1,Santa Cruz de Juventino Rosas,U Urbana,-100.98765,20.64471,5,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0015R,CENTRO DE DESARROLLO INTEGRAL,4,Discontinuo,888,Villagrán,U Urbana,-100.995308,20.51151,0,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0019N,CENTRO ASISTENCIAL DE DESARROLLO INFANTIL,1,Matutino,888,Yuriria,U Urbana,-101.11939,20.21364,5,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0009G,CENTRO DE DESARROLLO INFANTIL DIF SALAMANCA,1,Matutino,888,Salamanca,U Urbana,-101.20499,20.55644,4,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0005K,CENTRO DE DESARROLLO INFANTIL DIF ESTATAL,1,Matutino,888,Guanajuato,U Urbana,-101.2388,21.00314,0,INICIAL ESCOLARIZADO,CENDI Estatal
11EDI0008H,CENTRO DE DESARROLLO INFANTIL DIF IRAPUATO,1,Matutino,888,Irapuato,U Urbana,-101.35536,20.67611,4,INICIAL ESCOLARIZADO,CENDI Estatal
11DDI0002O,CENTRO DE DESARROLLO INFANTIL NUM. 3 FEDERICO FROEBEL,1,Matutino,1,Celaya,U Urbana,-100.84069,20.54114,1,INICIAL ESCOLARIZADO,CENDI Federal
11DDI0006K,JEAN PIAGET,1,Matutino,888,Guanajuato,U Urbana,-101.28108,20.95647,3,INICIAL ESCOLARIZADO,CENDI Federal
11DDI0001P,CENTRO DE DESARROLLO INFANTIL NUM. 2,1,Matutino,888,León,U Urbana,-101.65482,21.10199,4,INICIAL ESCOLARIZADO,CENDI Federal
11DDI0003N,SALVADOR ALMARAZ,1,Matutino,888,Irapuato,U Urbana,-101.33908,20.695808,4,INICIAL ESCOLARIZADO,CENDI Federal
11PDI0003S,COLEGIO NWL SAN MIGUEL,1,Matutino,888,San Miguel de Allende,R Rural,-100.705311,20.900072,1,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0082V,IGNACIO RAMIREZ LOPEZ,1,Matutino,888,Acámbaro,U Urbana,-100.723705,20.039302,1,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0013Z,CENTRO NUM. 244,1,Matutino,1,Celaya,U Urbana,-100.80497,20.52361,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0074M,ARNOLD GESELL,1,Matutino,524,Celaya,U Urbana,-100.824474,20.521128,2,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0073N,ELIZABETH PALMER,1,Matutino,524,Celaya,U Urbana,-100.828239,20.52286,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0085S,INSTITUTO FEDERICO FROEBEL,1,Matutino,1,Celaya,U Urbana,-100.835935,20.551324,4,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0085S,INSTITUTO FEDERICO FROEBEL,2,Vespertino,1,Celaya,U Urbana,-100.835935,20.551324,3,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0026C,INDEPENDENCIA DE MEXICO,1,Matutino,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9325,21.15611,3,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0081W,FRANCISCO GABILONDO SOLER,1,Matutino,888,Moroleón,U Urbana,-101.186097,20.123894,2,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0035K,LOS CARACOLES,1,Matutino,888,Salamanca,U Urbana,-101.187453,20.549354,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0084T,LAURELI,1,Matutino,888,Salamanca,U Urbana,-101.197508,20.580494,3,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0019T,ESTANCIA INFANTIL TERCER MILENIO,1,Matutino,888,Irapuato,U Urbana,-101.33883,20.65281,1,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0015X,PASITOS,1,Matutino,888,Irapuato,U Urbana,-101.35416,20.68625,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0017V,"COLEGIO DEL CONDADO, INSTITUCION DE EDUCACION INICIAL",1,Matutino,888,Silao de la Victoria,U Urbana,-101.44558,20.92272,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0016W,CENTRO DE DESARROLLO INFANTIL ARBOLITO,1,Matutino,888,Abasolo,U Urbana,-101.522902,20.452185,2,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0005Q,INSTITUTO LUX,1,Matutino,888,León,U Urbana,-101.62976,21.12082,,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0088P,MATHEW LIPMAN,1,Matutino,888,León,U Urbana,-101.630423,21.104114,3,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0001U,INSTITUTO ABRAHAM LINCOLN,5,Continuo,888,León,U Urbana,-101.687791,21.101071,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0080X,JACOBO RODRIGUEZ PEREIRA,1,Matutino,888,León,U Urbana,-101.688427,21.151322,20,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0083U,ANGELUS,1,Matutino,888,León,U Urbana,-101.694791,21.146875,1,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0004R,NUEVO CONTINENTE,1,Matutino,888,León,U Urbana,-101.720112,21.149689,,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0077J,CRISTOBAL COLON,1,Matutino,888,Pénjamo,U Urbana,-101.728273,20.429898,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0087Q,IGNACIO MANUEL ALTAMIRANO,5,Continuo,888,León,U Urbana,-101.643067,21.133106,1,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0064F,EL GUARDIAN DE LA INOCENCIA,1,Matutino,1,San José Iturbide,U Urbana,-100.38722,20.99889,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0034L,IGNACIO ALLENDE,1,Matutino,888,San Miguel de Allende,U Urbana,-100.751841,20.906507,2,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0041V,ARLEQUIN,1,Matutino,1,Celaya,U Urbana,-100.81155,20.53019,1,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0037I,LA CASA DEL ARBOL,1,Matutino,1,Cortazar,U Urbana,-100.96374,20.48771,6,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0054Z,INSTITUTO GUANAJUATENSE PARA LA EDUCACION,1,Matutino,1,Guanajuato,U Urbana,-101.27131,21.01927,1,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0047P,FORMACION INFANTIL,1,Matutino,1,Irapuato,U Urbana,-101.35797,20.69064,3,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0029Z,MANUEL GOMEZ MORIN,1,Matutino,888,Irapuato,U Urbana,-101.37345,20.68819,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0032N,VANGUARDIA,1,Matutino,888,León,U Urbana,-101.638871,21.102416,8,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0071P,INSTIUTO ALAMEDA,1,Matutino,1,León,U Urbana,-101.659741,21.148842,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0052A,ROSAURA ZAPATA,1,Matutino,1,León,U Urbana,-101.671943,21.118558,5,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0061I,CHISPITAS DE AMOR,1,Matutino,1,León,U Urbana,-101.69265,21.139886,16,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0058V,CENTRO DE EDUCACION INICIAL LA JULIANA,1,Matutino,1,León,U Urbana,-101.702426,21.137705,24,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0031O,IGNACIO ZARAGOZA,1,Matutino,888,San Francisco del Rincón,U Urbana,-101.85851,21.0306,0,INICIAL ESCOLARIZADO,CENDI Particular
11PDI0072O,ABRAHAM LINCOLN,1,Matutino,888,Purísima del Rincón,U Urbana,-101.876281,21.028344,0,INICIAL ESCOLARIZADO,CENDI Particular
11NDI0007Q,ESTANCIA DE BIENESTAR INFANTIL NUM. 65 ISSSTE,1,Matutino,1,Celaya,U Urbana,-100.8352,20.54072,6,INICIAL ESCOLARIZADO,CENDI ISSSTE
11NDI0006R,ESTANCIA DE BIENESTAR INFANTIL NUM. 85,1,Matutino,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.937418,21.158258,0,INICIAL ESCOLARIZADO,CENDI ISSSTE
11NDI0004T,GUARDERIA INFANTIL ISSSTE,1,Matutino,888,Guanajuato,U Urbana,-101.25817,21.02011,0,INICIAL ESCOLARIZADO,CENDI ISSSTE
11NDI0020K,ESTANCIA DE BIENESTAR INFANTIL NUM. 129,1,Matutino,888,Irapuato,U Urbana,-101.34314,20.66308,0,INICIAL ESCOLARIZADO,CENDI ISSSTE
11NDI0015Z,ESTANCIA INFANTIL ISSSTE 112,1,Matutino,888,León,U Urbana,-101.64902,21.09949,0,INICIAL ESCOLARIZADO,CENDI ISSSTE
11NDI0009O,SALAMANCA 001,1,Matutino,888,Salamanca,U Urbana,-101.20447,20.57156,1,INICIAL ESCOLARIZADO,CENDI IMSS
11NDI0013A,IRAPUATO 001,4,Discontinuo,888,Irapuato,U Urbana,-101.35697,20.68036,4,INICIAL ESCOLARIZADO,CENDI IMSS
11NDI0008P,LEON 001,4,Discontinuo,888,León,U Urbana,-101.67155,21.12143,10,INICIAL ESCOLARIZADO,CENDI IMSS
11NDI0010D,SAN MIGUEL ALLENDE 001,4,Discontinuo,888,San Miguel de Allende,U Urbana,-100.74686,20.90736,0,INICIAL ESCOLARIZADO,CENDI IMSS
11NDI0018W,CENTRO DE DESARROLLO INFANTIL PEMEX,1,Matutino,1,Salamanca,U Urbana,-101.18761,20.58417,2,INICIAL ESCOLARIZADO,CENDI PEMEX Paraestatal
11PDI0022G,GLADYS MARIN MILLIE,1,Matutino,1,Celaya,U Urbana,-100.78187,20.54656,2,INICIAL ESCOLARIZADO,CENDI Asociación Civil
11DZG0004Z,CENTRO DE EDUCACION MIGRANTE INICIAL JAMAICA,1,Matutino,888,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.740747,21.14614,2,INICIAL ESCOLARIZADO,Centro de Educacion Migrante
11DZG0003A,"CENTRO DE EDUCACION MIGRANTE INICIAL, LADY MARY",1,Matutino,888,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.84194,21.248326,1,INICIAL ESCOLARIZADO,Centro de Educacion Migrante
11DZG0002B,"CENTRO DE EDUCACION MIGRANTE INICIAL, EL RAMILLETE",1,Matutino,888,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.863272,21.278318,1,INICIAL ESCOLARIZADO,Centro de Educacion Migrante
11SDI0025A,ESTEFANIA CASTAÑEDA,1,Matutino,888,Celaya,U Urbana,-100.795092,20.515043,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0018R,LA LLAVE DEL TESORO,1,Matutino,888,Celaya,U Urbana,-100.832808,20.535402,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0001R,MIGUEL DE CERVANTES SAAVEDRA,5,Continuo,888,Irapuato,U Urbana,-101.353758,20.683868,3,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0003P,GABRIELA BRIMMER,1,Matutino,888,Irapuato,U Urbana,-101.362818,20.685032,3,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0016T,CHAPULTEPEC,1,Matutino,888,Irapuato,U Urbana,-101.36854,20.66077,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0008K,CACHITO,1,Matutino,888,Silao de la Victoria,U Urbana,-101.430944,20.940159,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0023C,CENTRO DE DESARROLLO DE HABILIDADES INFANTILES,1,Matutino,888,León,U Urbana,-101.61487,21.102579,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0015U,DELTA,1,Matutino,888,León,U Urbana,-101.622812,21.081401,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0024B,ADOLPHE FERRIERE,1,Matutino,888,León,U Urbana,-101.623978,21.134142,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0022D,TRASGO,1,Matutino,888,León,U Urbana,-101.626853,21.088205,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0021E,TALLER EDUCATIVO DECROLY,1,Matutino,888,León,U Urbana,-101.649269,21.08984,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0013W,DAVID ALFARO SIQUEIROS,1,Matutino,888,León,U Urbana,-101.660085,21.168907,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0014V,BAMBINATA,1,Matutino,888,León,U Urbana,-101.660178,21.168951,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0020F,PUPILAZOS,1,Matutino,888,León,U Urbana,-101.665963,21.132843,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0007L,LA MONTAÑA,1,Matutino,888,León,U Urbana,-101.667004,21.113993,0,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0012X,JUAN DE LA BARRERA,1,Matutino,888,León,U Urbana,-101.674164,21.148155,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0011Y,BENITO JUAREZ,1,Matutino,888,León,U Urbana,-101.686105,21.094336,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0009J,CENTRO INFANTIL 2000,1,Matutino,888,León,U Urbana,-101.686597,21.136731,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0019Q,INSTITUTO DELVER,1,Matutino,888,León,U Urbana,-101.68774,21.10373,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0010Z,INSTITUTO NEZAHUALCOYOTL,1,Matutino,888,León,U Urbana,-101.691039,21.12063,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0002Q,FRIDA KAHLO,1,Matutino,888,León,U Urbana,-101.708238,21.106621,6,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0006M,JEAN PIAGET,1,Matutino,888,León,U Urbana,-101.70977,21.11703,2,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0026Z,PARAISO ESTANCIA INFANTIL,1,Matutino,888,León,U Urbana,-101.734048,21.139887,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0005N,CENTRO DE EDUCACION LEONESA,1,Matutino,888,León,U Urbana,-101.738272,21.168343,3,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0017S,CENTRO DE DESARROLLO PIXEL,1,Matutino,888,León,U Urbana,-101.773793,21.134403,,INICIAL ESCOLARIZADO,CENDI Subsidiado
11SDI0004O,JOSE VASCONCELOS,1,Matutino,888,San Francisco del Rincón,U Urbana,-101.855204,21.009824,1,INICIAL ESCOLARIZADO,CENDI Subsidiado
11NDI0031Q,CENDI 10 NIÑOS HEROES DE CHAPULTEPEC,5,Continuo,888,Irapuato,U Urbana,-101.327958,20.664136,4,INICIAL ESCOLARIZADO,CENDI SEDENA
11FEI0232D,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Victoria,U Urbana,-100.2181,21.2142,7,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0237Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Jerécuaro,U Urbana,-100.511408,20.150366,11,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0038Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Luis de la Paz,U Urbana,-100.51498,21.28968,11,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0075D,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,San Luis de la Paz,U Urbana,-100.532096,21.294516,15,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0343I,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,Acámbaro,U Urbana,-100.72629,20.026495,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0017N,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Miguel de Allende,U Urbana,-100.745821,20.92758,104,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0208D,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Comonfort,U Urbana,-100.75204,20.71248,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0016O,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Miguel de Allende,U Urbana,-100.759163,20.907779,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0002L,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Celaya,U Urbana,-100.843104,20.539538,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0039Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Celaya,U Urbana,-100.843104,20.539538,15,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0040O,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Celaya,U Urbana,-100.843104,20.539538,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0236Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Celaya,U Urbana,-100.843104,20.539538,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0229Q,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Salvatierra,R Rural,-100.89195,20.15088,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0023Y,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0070I,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0336Z,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0342J,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906718,21.162484,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0245H,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9325,21.15611,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0252R,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Salamanca,U Urbana,-101.193045,20.587538,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0074E,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Salamanca,U Urbana,-101.221916,20.583333,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0219J,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Salamanca,U Urbana,-101.221916,20.583333,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0337Y,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,Salamanca,U Urbana,-101.221916,20.583333,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0025W,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Guanajuato,U Urbana,-101.27944,20.93222,11,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0041N,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Guanajuato,U Urbana,-101.281755,20.96113,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0071H,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Guanajuato,U Urbana,-101.281755,20.96113,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0340L,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,Guanajuato,U Urbana,-101.281755,20.96113,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0026V,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0027U,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0028T,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0072G,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0073F,EDUCACION INICIAL NO ESCOLARIZADA,5,Continuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0257M,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0339W,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,Irapuato,U Urbana,-101.334251,20.715583,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0260Z,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Irapuato,U Urbana,-101.35584,20.67502,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0006H,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,León,U Urbana,-101.60248,21.11839,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0031G,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,León,U Urbana,-101.66329,21.09582,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0030H,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,León,U Urbana,-101.678335,21.121981,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0009E,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,León,U Urbana,-101.692071,21.14244,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0341K,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,León,U Urbana,-101.692071,21.14244,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0033E,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Pénjamo,U Urbana,-101.71004,20.43241,10,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0338X,MODULO DE ATENCION Y SERVICIO,4,Discontinuo,888,Pénjamo,U Urbana,-101.72613,20.42969,1,INICIAL NO ESCOLARIZADO,PRODEI Federal
11FEI0234B,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Xichú,U Urbana,-100.05527,21.29972,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0253Q,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Santa Catarina,U Urbana,-100.06519,21.13324,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0286H,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Tierra Blanca,R Rural,-100.15583,21.11528,8,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0246G,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Tierra Blanca,U Urbana,-100.15844,21.10613,8,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0231E,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Victoria,U Urbana,-100.217465,21.209834,1,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0211R,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Doctor Mora,U Urbana,-100.31779,21.14388,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0225U,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San José Iturbide,U Urbana,-100.38722,20.99889,11,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0228R,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San José Iturbide,U Urbana,-100.38722,20.99889,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0284J,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San José Iturbide,U Urbana,-100.38722,20.99889,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0214O,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Jerécuaro,U Urbana,-100.50945,20.14944,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0010U,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Tarandacuao,U Urbana,-100.51861,20.00306,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0226T,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Luis de la Paz,U Urbana,-100.52007,21.29922,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0013R,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,San Luis de la Paz,U Urbana,-100.532096,21.294516,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0005I,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Apaseo el Alto,U Urbana,-100.6172,20.45187,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
11FEI0205G,MODULO DE ATENCION Y SERVICIOS,4,Discontinuo,888,Apaseo el Grande,U Urbana,-100.69096,20.5445,10,INICIAL NO ESCOLARIZADO,PRODEI Org. Intern.
